Rooms,Type,Price,Distance,Bedroom,Bathroom,Car,Landsize,Lattitude,Longtitude,Regionname,Total_Schools_per_Region
4,h,2600000,13.7,3,1,2,1504,-37.944,145.0015,Southern Metropolitan,191
2,u,685000,13.7,2,1,2,0,-37.9339,145.0023,Southern Metropolitan,191
4,h,2400000,13.7,4,2,2,663,-37.9323,145.0137,Southern Metropolitan,191
5,h,3470000,13.7,5,3,4,670,-37.9427,145.0085,Southern Metropolitan,191
2,h,1615000,13.7,2,1,1,801,-37.9348,145.0162,Southern Metropolitan,191
4,h,1450000,13.7,4,2,3,450,-37.9341,145.02,Southern Metropolitan,191
2,u,786000,13.7,2,1,1,162,-37.9379,145.0061,Southern Metropolitan,191
2,u,742000,13.7,2,3,2,245,-37.9442,145.0016,Southern Metropolitan,191
3,h,1050000,13.7,3,2,2,357,-37.9449,145.0144,Southern Metropolitan,191
2,h,1690000,13.7,2,1,1,319,-37.9409,145.0001,Southern Metropolitan,191
3,u,810000,13.7,3,1,1,195,-37.9396,145.0156,Southern Metropolitan,191
3,h,1460000,13.7,3,2,2,413,-37.933,144.9975,Southern Metropolitan,191
3,h,1620000,13.7,3,1,2,783,-37.9359,145.017,Southern Metropolitan,191
3,h,1420000,13.7,3,2,2,277,-37.9393,145.0226,Southern Metropolitan,191
4,h,2400000,13.7,4,2,4,802,-37.9379,145.0067,Southern Metropolitan,191
5,h,3075000,13.7,3,2,2,830,-37.9386,145.006,Southern Metropolitan,191
5,h,3201000,13.7,5,3,2,760,-37.9416,145.0107,Southern Metropolitan,191
2,u,875500,13.7,2,2,1,225,-37.9442,145.0018,Southern Metropolitan,191
3,t,1400000,13.7,3,2,1,211,-37.9427,145.0084,Southern Metropolitan,191
3,u,1457500,13.7,3,2,2,0,-37.9371,145.0035,Southern Metropolitan,191
5,h,2600000,13.7,5,4,2,1000,-37.9332,145.0226,Southern Metropolitan,191
2,h,1465000,13.7,2,1,2,581,-37.9323,145.0225,Southern Metropolitan,191
5,h,1705000,13.7,5,2,2,648,-37.946,145.0181,Southern Metropolitan,191
3,h,1610000,13.7,3,1,2,569,-37.9419,145.01,Southern Metropolitan,191
2,u,750000,13.7,2,1,2,153,-37.9429,145.0049,Southern Metropolitan,191
3,h,1320000,13.7,3,2,2,320,-37.9364,145.021,Southern Metropolitan,191
2,u,896000,13.7,2,2,2,677,-37.9448,145.0186,Southern Metropolitan,191
3,h,1450000,13.7,3,2,2,413,-37.9352,145.0009,Southern Metropolitan,191
2,u,898000,13.7,2,1,1,266,-37.9344,145.004,Southern Metropolitan,191
4,h,1515000,13.7,4,2,0,611,-37.9446,145.0201,Southern Metropolitan,191
5,h,2980000,13.7,5,3,2,694,-37.9372,145.0101,Southern Metropolitan,191
4,h,2200000,13.7,4,3,4,583,-37.9336,144.9999,Southern Metropolitan,191
1,u,500000,13.7,1,1,1,0,-37.9414,145.0016,Southern Metropolitan,191
3,t,1100000,13.7,3,2,1,355,-37.9391,145.012,Southern Metropolitan,191
2,u,800000,13.7,2,1,2,282,-37.9444,145.0231,Southern Metropolitan,191
4,h,3325000,13.7,4,3,2,627,-37.9449,145.0068,Southern Metropolitan,191
2,u,691000,13.7,2,1,1,0,-37.9392,145.0186,Southern Metropolitan,191
2,u,450000,13.7,2,2,1,0,-37.9462,145.0212,Southern Metropolitan,191
2,u,738000,13.7,2,1,2,3414,-37.9395,145.0001,Southern Metropolitan,191
3,t,1140000,13.7,3,2,2,224,-37.9336,144.997,Southern Metropolitan,191
2,u,500000,13.7,2,1,1,0,-37.9436,145.0027,Southern Metropolitan,191
4,h,1460000,13.7,4,3,2,562,-37.9369,145.0163,Southern Metropolitan,191
4,h,2800000,13.7,4,3,2,1093,-37.9345,145,Southern Metropolitan,191
3,t,820000,13.7,3,2,2,0,-37.9368,145.0242,Southern Metropolitan,191
2,t,915500,13.7,2,2,1,0,-37.9431,145.0118,Southern Metropolitan,191
4,h,1740000,13.7,4,3,2,414,-37.9401,145.0083,Southern Metropolitan,191
1,h,2450000,13.7,1,2,0,994,-37.94,145.0151,Southern Metropolitan,191
4,h,1800000,13.7,4,2,1,667,-37.9315,145.0109,Southern Metropolitan,191
4,h,2160000,13.7,4,2,1,577,-37.9382,144.9997,Southern Metropolitan,191
3,h,1800000,13.7,2,2,2,920,-37.9452,145.0113,Southern Metropolitan,191
3,h,2439500,13.7,3,2,2,662,-37.9384,145.0002,Southern Metropolitan,191
4,h,2250000,13.7,5,2,2,647,-37.9407,145.0104,Southern Metropolitan,191
4,h,2130000,13.7,4,2,2,714,-37.9446,145.0092,Southern Metropolitan,191
2,u,400000,14.5,2,1,1,0,-37.9367,145.0322,Southern Metropolitan,191
3,h,952000,14.5,3,2,2,246,-37.9356,145.0268,Southern Metropolitan,191
3,h,1255000,14.5,3,2,2,614,-37.9346,145.0302,Southern Metropolitan,191
3,t,1020000,14.5,2,2,2,221,-37.9355,145.0257,Southern Metropolitan,191
3,h,926000,14.5,2,2,2,393,-37.9431,145.0267,Southern Metropolitan,191
3,h,1070000,14.5,3,1,3,583,-37.9428,145.0296,Southern Metropolitan,191
2,u,801000,14.5,2,1,1,217,-37.9432,145.0348,Southern Metropolitan,191
3,t,1150000,14.5,3,2,1,0,-37.9355,145.0276,Southern Metropolitan,191
2,u,472000,14.5,2,1,1,215,-37.933,145.0322,Southern Metropolitan,191
3,h,1471000,14.5,3,2,2,732,-37.9362,145.0339,Southern Metropolitan,191
2,h,830000,14.5,2,1,2,658,-37.9426,145.03,Southern Metropolitan,191
3,h,1195000,14.5,3,1,2,601,-37.9386,145.0317,Southern Metropolitan,191
3,h,1300000,14.5,3,2,2,586,-37.9431,145.0274,Southern Metropolitan,191
4,h,1416000,14.5,4,2,2,575,-37.9343,145.0303,Southern Metropolitan,191
4,h,1200000,14.5,4,2,2,0,-37.9405,145.0346,Southern Metropolitan,191
3,u,865000,14.5,3,2,2,317,-37.9431,145.0347,Southern Metropolitan,191
4,h,1650000,4.6,4,2,2,317,-37.8344,145.0422,Southern Metropolitan,191
3,h,5100000,4.6,3,2,3,1038,-37.8332,145.0366,Southern Metropolitan,191
4,h,2670000,4.6,4,2,1,336,-37.8183,145.0371,Southern Metropolitan,191
3,h,1480000,4.6,3,1,0,228,-37.8157,145.0263,Southern Metropolitan,191
1,u,348000,4.6,1,1,1,0,-37.8303,145.0341,Southern Metropolitan,191
1,u,320000,4.6,1,1,0,0,-37.8235,145.0258,Southern Metropolitan,191
3,u,1189000,4.6,3,1,1,181,-37.8243,145.0328,Southern Metropolitan,191
2,u,610000,4.6,2,2,1,85,-37.8154,145.0369,Southern Metropolitan,191
2,u,575000,4.6,2,1,1,0,-37.8263,145.0257,Southern Metropolitan,191
2,u,600000,4.6,2,1,1,0,-37.816,145.0272,Southern Metropolitan,191
1,u,492000,4.6,1,1,1,0,-37.8299,145.0422,Southern Metropolitan,191
2,u,891000,4.6,3,1,1,1585,-37.8186,145.017,Southern Metropolitan,191
2,u,806000,4.6,2,1,1,0,-37.8249,145.0342,Southern Metropolitan,191
2,h,1155000,4.6,2,1,2,235,-37.8153,145.0231,Southern Metropolitan,191
3,h,2000000,4.6,3,2,1,460,-37.8155,145.019,Southern Metropolitan,191
2,u,500000,4.6,2,1,1,0,-37.8287,145.035,Southern Metropolitan,191
2,u,753000,4.6,2,1,2,0,-37.8186,145.017,Southern Metropolitan,191
1,u,330000,4.6,1,1,1,0,-37.8177,145.0424,Southern Metropolitan,191
3,h,1420000,4.6,3,1,0,218,-37.8214,145.0437,Southern Metropolitan,191
3,u,956000,4.6,3,2,2,189,-37.8258,145.0446,Southern Metropolitan,191
2,u,418000,4.6,2,1,0,1056,-37.8261,145.0349,Southern Metropolitan,191
2,u,495000,4.6,2,1,1,0,-37.8216,145.0343,Southern Metropolitan,191
2,u,525000,4.6,2,1,1,0,-37.8265,145.0257,Southern Metropolitan,191
1,u,292000,4.6,1,1,0,0,-37.8294,145.0382,Southern Metropolitan,191
2,u,430000,4.6,2,1,1,1997,-37.8248,145.0282,Southern Metropolitan,191
1,u,365000,4.6,1,1,1,0,-37.8272,145.0444,Southern Metropolitan,191
2,u,580000,4.6,2,1,1,1089,-37.8143,145.0322,Southern Metropolitan,191
3,h,1300000,4.6,3,2,1,341,-37.8236,145.0425,Southern Metropolitan,191
3,h,1300000,4.6,3,1,0,232,-37.8173,145.0252,Southern Metropolitan,191
2,u,575000,4.6,2,2,1,0,-37.8213,145.0291,Southern Metropolitan,191
1,u,335000,4.6,1,1,1,3132,-37.8276,145.0342,Southern Metropolitan,191
2,u,440000,4.6,2,1,1,0,-37.8192,145.0385,Southern Metropolitan,191
3,u,1000000,4.6,3,3,2,0,-37.8144,145.0153,Southern Metropolitan,191
4,h,2610000,4.6,4,2,7,0,-37.8187,145.0272,Southern Metropolitan,191
2,u,680000,4.6,3,1,2,512,-37.8299,145.0422,Southern Metropolitan,191
3,h,1741000,4.6,3,1,1,383,-37.8155,145.0385,Southern Metropolitan,191
3,h,2325000,4.6,3,2,1,373,-37.8281,145.0391,Southern Metropolitan,191
2,u,545000,4.6,2,1,1,0,-37.8258,145.0446,Southern Metropolitan,191
2,u,655000,4.6,2,1,1,0,-37.8343,145.0364,Southern Metropolitan,191
2,h,2920000,4.6,2,1,3,791,-37.8251,145.0385,Southern Metropolitan,191
1,u,488000,4.6,1,1,1,0,-37.8272,145.0343,Southern Metropolitan,191
3,h,1510000,4.6,3,2,2,264,-37.8163,145.0301,Southern Metropolitan,191
1,u,450000,4.6,1,1,1,0,-37.8237,145.0242,Southern Metropolitan,191
3,h,2065000,4.6,3,1,1,351,-37.8165,145.021,Southern Metropolitan,191
1,u,350000,4.6,1,1,1,0,-37.8208,145.0456,Southern Metropolitan,191
2,u,645000,4.6,2,1,1,0,-37.8314,145.0353,Southern Metropolitan,191
3,t,1400000,4.6,3,2,2,299,-37.8299,145.0387,Southern Metropolitan,191
3,h,1712000,4.6,3,1,1,342,-37.814,145.0212,Southern Metropolitan,191
2,u,520000,4.6,2,1,1,0,-37.8185,145.0235,Southern Metropolitan,191
1,u,480000,4.6,1,1,1,0,-37.8128,145.0171,Southern Metropolitan,191
2,u,630000,4.6,2,1,1,71,-37.8268,145.0267,Southern Metropolitan,191
4,h,3225000,4.6,4,2,2,665,-37.814,145.0175,Southern Metropolitan,191
2,u,517000,4.6,2,1,1,0,-37.8261,145.0254,Southern Metropolitan,191
1,u,320000,4.6,1,1,1,0,-37.827,145.0444,Southern Metropolitan,191
2,h,1828500,4.6,2,1,0,243,-37.8202,145.0409,Southern Metropolitan,191
1,u,400000,4.6,1,1,1,0,-37.8155,145.0161,Southern Metropolitan,191
4,u,1650000,4.6,4,2,3,207,-37.8271,145.0243,Southern Metropolitan,191
5,h,3950000,4.6,4,2,3,1236,-37.8257,145.0321,Southern Metropolitan,191
2,u,587500,4.6,2,1,1,1099,-37.8271,145.0347,Southern Metropolitan,191
2,u,560000,4.6,2,1,1,0,-37.8268,145.0344,Southern Metropolitan,191
4,h,1936000,4.6,4,2,1,218,-37.8142,145.0252,Southern Metropolitan,191
5,h,4250000,4.6,5,4,3,1275,-37.8291,145.0308,Southern Metropolitan,191
5,h,3500000,4.6,5,1,3,740,-37.8298,145.0355,Southern Metropolitan,191
2,u,487500,4.6,2,1,1,0,-37.814,145.021,Southern Metropolitan,191
3,u,630000,4.6,3,1,1,0,-37.8153,145.021,Southern Metropolitan,191
3,h,1560000,4.6,3,2,0,198,-37.8169,145.0234,Southern Metropolitan,191
2,h,2265000,4.6,2,1,1,460,-37.8173,145.0248,Southern Metropolitan,191
3,u,840000,4.6,3,2,2,0,-37.8268,145.0344,Southern Metropolitan,191
3,h,1780000,4.6,3,3,2,88,-37.824,145.0427,Southern Metropolitan,191
2,u,605000,4.6,2,1,1,0,-37.8268,145.0257,Southern Metropolitan,191
2,u,535000,4.6,2,1,1,1228,-37.8185,145.0236,Southern Metropolitan,191
2,u,815000,4.6,2,1,1,0,-37.8184,145.0163,Southern Metropolitan,191
3,u,1975000,4.6,3,2,1,0,-37.8235,145.029,Southern Metropolitan,191
2,u,445000,4.6,2,1,1,0,-37.8249,145.026,Southern Metropolitan,191
2,u,663000,4.6,2,1,1,0,-37.8166,145.0163,Southern Metropolitan,191
2,u,657500,4.6,2,1,1,728,-37.8177,145.0424,Southern Metropolitan,191
4,h,5050000,4.6,4,4,2,905,-37.8168,145.0321,Southern Metropolitan,191
1,u,445000,4.6,1,1,1,0,-37.8261,145.0269,Southern Metropolitan,191
2,u,750000,4.6,2,1,1,747,-37.8287,145.035,Southern Metropolitan,191
3,h,1180000,4.6,3,1,3,218,-37.8176,145.0204,Southern Metropolitan,191
2,u,470000,4.6,2,1,1,0,-37.813,145.0207,Southern Metropolitan,191
2,u,485000,4.6,2,1,1,0,-37.8226,145.0368,Southern Metropolitan,191
1,u,290000,4.6,1,1,1,1568,-37.8308,145.034,Southern Metropolitan,191
4,h,1800000,4.6,3,2,4,601,-37.839,145.0418,Southern Metropolitan,191
2,u,805000,4.6,2,1,1,0,-37.8235,145.0294,Southern Metropolitan,191
3,h,1855000,4.6,3,1,1,304,-37.8253,145.0287,Southern Metropolitan,191
3,h,1377000,4.6,3,1,2,314,-37.8202,145.0404,Southern Metropolitan,191
2,u,665000,4.6,2,1,3,0,-37.8183,145.0194,Southern Metropolitan,191
2,u,751000,4.6,2,1,1,711,-37.8144,145.0328,Southern Metropolitan,191
3,h,1551000,4.6,3,1,1,199,-37.8172,145.0243,Southern Metropolitan,191
1,u,415000,4.6,1,1,1,0,-37.8192,145.0221,Southern Metropolitan,191
2,u,743000,4.6,2,1,2,0,-37.8249,145.0405,Southern Metropolitan,191
2,h,1535000,4.6,2,1,0,243,-37.8198,145.0245,Southern Metropolitan,191
2,u,612500,4.6,2,1,1,859,-37.8183,145.0423,Southern Metropolitan,191
3,h,2410000,4.6,3,2,0,249,-37.8169,145.021,Southern Metropolitan,191
2,u,690000,4.6,2,1,1,82,-37.818,145.0268,Southern Metropolitan,191
2,u,695000,4.6,2,1,1,3194,-37.8305,145.0341,Southern Metropolitan,191
2,u,715000,4.6,2,1,1,0,-37.8142,145.0308,Southern Metropolitan,191
3,h,2375000,4.6,3,2,2,472,-37.8171,145.0252,Southern Metropolitan,191
2,u,530000,4.6,2,1,1,512,-37.826,145.0349,Southern Metropolitan,191
3,h,1980000,4.6,3,2,1,151,-37.8219,145.0241,Southern Metropolitan,191
2,t,1055000,4.6,2,2,1,191,-37.813,145.0167,Southern Metropolitan,191
4,h,1976000,4.6,4,2,2,410,-37.8246,145.026,Southern Metropolitan,191
1,u,382000,4.6,1,1,1,0,-37.8339,145.0335,Southern Metropolitan,191
1,u,499000,4.6,1,1,1,0,-37.8158,145.0342,Southern Metropolitan,191
2,u,495000,4.6,2,1,1,0,-37.8157,145.0273,Southern Metropolitan,191
5,h,3750000,4.6,5,3,2,827,-37.8144,145.0279,Southern Metropolitan,191
3,h,1400000,4.6,3,2,1,164,-37.8159,145.0219,Southern Metropolitan,191
1,u,370000,4.6,1,1,1,0,-37.8222,145.0329,Southern Metropolitan,191
2,u,627500,4.6,2,2,2,0,-37.8213,145.0224,Southern Metropolitan,191
2,u,710000,4.6,2,2,1,0,-37.8264,145.027,Southern Metropolitan,191
1,u,485000,4.6,2,1,1,0,-37.8264,145.027,Southern Metropolitan,191
1,u,310000,4.6,1,1,1,0,-37.8216,145.0343,Southern Metropolitan,191
3,h,3120000,4.6,2,1,4,677,-37.8224,145.0243,Southern Metropolitan,191
2,u,450000,4.6,2,1,1,0,-37.8186,145.0423,Southern Metropolitan,191
3,h,2160000,4.6,3,2,2,387,-37.82,145.0421,Southern Metropolitan,191
2,h,815000,10.5,2,1,2,589,-37.7501,145.0505,Eastern Metropolitan,202
3,h,720000,10.5,3,1,0,505,-37.7375,145.0555,Eastern Metropolitan,202
4,h,1370000,10.5,4,2,4,481,-37.746,145.0511,Eastern Metropolitan,202
2,h,757000,10.5,2,2,2,275,-37.7494,145.0538,Eastern Metropolitan,202
3,h,740600,10.5,3,2,2,337,-37.7375,145.0586,Eastern Metropolitan,202
3,h,580000,10.5,2,1,1,577,-37.7428,145.0532,Eastern Metropolitan,202
2,t,565000,10.5,2,2,1,201,-37.7426,145.0556,Eastern Metropolitan,202
5,h,1587500,10.5,4,5,2,599,-37.7521,145.0505,Eastern Metropolitan,202
4,h,758500,10.5,2,2,3,510,-37.7427,145.0547,Eastern Metropolitan,202
3,h,994000,10.5,3,2,2,807,-37.7453,145.0559,Eastern Metropolitan,202
3,h,725000,10.5,3,2,1,665,-37.7505,145.0477,Eastern Metropolitan,202
2,h,725000,10.5,2,1,3,577,-37.7368,145.0524,Eastern Metropolitan,202
3,h,743000,10.5,3,1,0,673,-37.7428,145.0494,Eastern Metropolitan,202
3,h,785000,10.5,3,1,0,592,-37.7477,145.0481,Eastern Metropolitan,202
3,t,620000,10.5,3,2,2,215,-37.7424,145.0519,Eastern Metropolitan,202
2,h,700000,10.5,3,2,1,608,-37.7376,145.0488,Eastern Metropolitan,202
3,t,706750,10.5,3,2,2,250,-37.7449,145.0523,Eastern Metropolitan,202
2,h,584000,10.5,2,1,1,428,-37.7418,145.0513,Eastern Metropolitan,202
3,h,909000,10.5,3,2,2,585,-37.7358,145.0546,Eastern Metropolitan,202
4,h,1086000,10.5,4,2,2,724,-37.7404,145.0582,Eastern Metropolitan,202
2,h,680000,10.5,2,1,1,605,-37.7365,145.0545,Eastern Metropolitan,202
2,u,440000,10.5,2,1,2,281,-37.7429,145.0519,Eastern Metropolitan,202
2,h,650000,10.5,2,1,3,620,-37.7377,145.0541,Eastern Metropolitan,202
5,h,890000,10.5,5,2,2,596,-37.7487,145.0522,Eastern Metropolitan,202
3,h,650000,10.5,3,1,2,582,-37.7422,145.05,Eastern Metropolitan,202
3,h,659500,10.5,3,1,1,608,-37.7361,145.0551,Eastern Metropolitan,202
3,h,725000,10.5,3,1,2,580,-37.738,145.0563,Eastern Metropolitan,202
2,u,605000,10.5,2,1,1,166,-37.7416,145.0567,Eastern Metropolitan,202
8,h,770000,10.5,8,4,4,638,-37.7426,145.048,Eastern Metropolitan,202
3,h,950000,10.5,3,1,2,800,-37.7406,145.0483,Eastern Metropolitan,202
4,h,856000,10.5,4,1,2,722,-37.7477,145.0565,Eastern Metropolitan,202
3,h,600000,10.5,3,2,2,251,-37.7358,145.0559,Eastern Metropolitan,202
2,u,450000,10.5,2,1,1,0,-37.7359,145.0563,Eastern Metropolitan,202
2,h,1060000,10.5,2,1,0,837,-37.7389,145.053,Eastern Metropolitan,202
3,h,850000,10.5,3,1,1,590,-37.7483,145.0479,Eastern Metropolitan,202
2,h,510000,10.5,2,1,2,244,-37.7421,145.0491,Eastern Metropolitan,202
3,h,1100000,10.5,3,1,0,613,-37.7532,145.0554,Eastern Metropolitan,202
3,h,915000,10.5,3,1,1,748,-37.7416,145.0481,Eastern Metropolitan,202
2,u,400000,10.5,2,1,1,127,-37.747,145.0575,Eastern Metropolitan,202
2,h,526000,10.5,2,1,1,310,-37.7389,145.0486,Eastern Metropolitan,202
2,h,570000,10.5,2,1,3,428,-37.7355,145.0573,Eastern Metropolitan,202
3,h,550000,10.5,3,1,1,420,-37.7363,145.0506,Eastern Metropolitan,202
2,h,510000,10.5,2,1,1,174,-37.7433,145.0545,Eastern Metropolitan,202
2,h,590000,10.5,2,1,2,586,-37.7435,145.0486,Eastern Metropolitan,202
2,h,920000,10.5,2,1,3,932,-37.7333,145.0588,Eastern Metropolitan,202
2,h,460000,10.5,2,1,2,508,-37.7428,145.0557,Eastern Metropolitan,202
3,h,662500,10.5,3,1,4,552,-37.7379,145.0514,Eastern Metropolitan,202
4,h,1000500,10.5,4,2,1,592,-37.7478,145.0477,Eastern Metropolitan,202
3,h,631000,10.5,3,1,1,596,-37.7432,145.0479,Eastern Metropolitan,202
5,h,765000,9.4,3,2,2,415,-37.7354,145.0381,Eastern Metropolitan,202
3,h,691000,9.4,2,1,2,624,-37.7456,145.0397,Eastern Metropolitan,202
3,h,560000,9.4,3,1,1,523,-37.7369,145.0376,Eastern Metropolitan,202
2,h,735000,9.4,2,1,3,602,-37.7455,145.0452,Eastern Metropolitan,202
3,h,830000,9.4,3,2,0,643,-37.737,145.0364,Eastern Metropolitan,202
3,h,330000,9.4,3,1,1,468,-37.7357,145.0413,Eastern Metropolitan,202
1,h,405000,9.4,1,1,2,374,-37.7359,145.038,Eastern Metropolitan,202
2,t,370000,9.4,2,1,1,100,-37.7383,145.036,Eastern Metropolitan,202
3,h,532000,9.4,3,1,1,390,-37.7369,145.0422,Eastern Metropolitan,202
3,h,740000,9.4,3,2,1,627,-37.747,145.0402,Eastern Metropolitan,202
2,h,686000,9.4,2,1,2,650,-37.7446,145.0404,Eastern Metropolitan,202
2,h,501500,9.4,2,1,2,538,-37.7405,145.0365,Eastern Metropolitan,202
3,h,525500,9.4,3,1,1,605,-37.7344,145.0404,Eastern Metropolitan,202
3,h,525000,9.4,3,1,2,192,-37.7409,145.0398,Eastern Metropolitan,202
3,h,710000,9.4,3,1,1,594,-37.7385,145.0409,Eastern Metropolitan,202
3,h,808000,9.4,3,1,0,649,-37.7386,145.0441,Eastern Metropolitan,202
3,h,652000,9.4,3,1,0,589,-37.7356,145.0448,Eastern Metropolitan,202
2,h,515500,9.4,2,1,1,331,-37.7441,145.0379,Eastern Metropolitan,202
3,h,800000,9.4,3,1,3,633,-37.746,145.0422,Eastern Metropolitan,202
2,h,450000,9.4,2,1,2,418,-37.7392,145.0425,Eastern Metropolitan,202
3,h,605000,9.4,1,2,4,0,-37.7391,145.0427,Eastern Metropolitan,202
2,h,620000,9.4,2,1,2,668,-37.7389,145.0393,Eastern Metropolitan,202
2,h,497500,9.4,2,1,2,708,-37.7443,145.0454,Eastern Metropolitan,202
2,u,360000,9.4,2,1,1,89,-37.7444,145.047,Eastern Metropolitan,202
2,h,440500,9.4,2,1,1,368,-37.7341,145.0434,Eastern Metropolitan,202
4,h,758000,9.4,4,1,1,632,-37.7466,145.0428,Eastern Metropolitan,202
3,h,690500,9.4,3,1,2,605,-37.7386,145.0447,Eastern Metropolitan,202
2,h,752000,9.4,2,1,0,627,-37.7469,145.0399,Eastern Metropolitan,202
2,h,777000,9.4,2,1,0,649,-37.7443,145.0452,Eastern Metropolitan,202
2,h,680000,9.4,2,1,1,591,-37.7385,145.0387,Eastern Metropolitan,202
3,h,480000,9.4,3,1,1,338,-37.739,145.0481,Eastern Metropolitan,202
4,h,715000,9.4,4,2,2,521,-37.738,145.0374,Eastern Metropolitan,202
2,h,520000,9.4,2,1,2,594,-37.7471,145.0427,Eastern Metropolitan,202
3,h,646250,9.4,3,1,2,616,-37.747,145.0389,Eastern Metropolitan,202
3,h,1375000,9.4,3,1,1,368,-37.7344,145.044,Eastern Metropolitan,202
3,h,722000,9.4,3,1,2,593,-37.7386,145.0387,Eastern Metropolitan,202
2,h,715000,9.4,2,1,3,609,-37.7415,145.0391,Eastern Metropolitan,202
1,h,636000,9.4,1,1,1,588,-37.7454,145.0397,Eastern Metropolitan,202
2,h,590000,9.4,2,1,2,586,-37.7418,145.0464,Eastern Metropolitan,202
4,h,820000,9.4,4,2,2,608,-37.7437,145.0402,Eastern Metropolitan,202
2,h,725000,9.4,2,1,3,632,-37.7443,145.0462,Eastern Metropolitan,202
2,h,705000,9.4,2,1,1,583,-37.7352,145.0449,Eastern Metropolitan,202
3,h,710000,9.4,3,2,4,1,-37.7411,145.0394,Eastern Metropolitan,202
2,h,415000,9.4,2,1,1,422,-37.7343,145.044,Eastern Metropolitan,202
3,h,392000,9.4,3,1,2,372,-37.7383,145.0414,Eastern Metropolitan,202
3,h,961000,9.4,3,1,2,1179,-37.7411,145.0468,Eastern Metropolitan,202
3,h,507000,9.4,3,1,1,536,-37.7403,145.0365,Eastern Metropolitan,202
3,h,465000,9.4,2,1,1,413,-37.7399,145.0369,Eastern Metropolitan,202
3,h,675000,9.4,3,1,2,665,-37.739,145.0451,Eastern Metropolitan,202
2,h,1550000,13,2,1,1,732,-37.8931,145.0791,Southern Metropolitan,191
2,u,516000,13,2,1,1,0,-37.8967,145.0858,Southern Metropolitan,191
3,h,1340000,13,3,1,1,705,-37.8994,145.0816,Southern Metropolitan,191
3,u,855000,13,3,1,2,0,-37.8909,145.0807,Southern Metropolitan,191
3,h,1316000,13,2,1,2,715,-37.9072,145.0762,Southern Metropolitan,191
3,t,828000,13,3,2,1,206,-37.8966,145.0863,Southern Metropolitan,191
3,h,1055000,13,3,1,1,562,-37.9022,145.0811,Southern Metropolitan,191
2,u,623000,13,2,1,1,101,-37.8988,145.0781,Southern Metropolitan,191
4,h,2120000,13,4,2,2,847,-37.8927,145.0781,Southern Metropolitan,191
4,h,1745000,13,4,2,1,547,-37.9002,145.0768,Southern Metropolitan,191
4,h,1700000,13,4,2,2,545,-37.9002,145.0773,Southern Metropolitan,191
2,u,420000,13,2,1,1,0,-37.9008,145.0859,Southern Metropolitan,191
2,u,375500,13,2,1,1,0,-37.8934,145.0853,Southern Metropolitan,191
3,h,1350000,13,3,1,2,698,-37.8982,145.0806,Southern Metropolitan,191
4,h,900000,13,1,1,1,369,-37.9054,145.0857,Southern Metropolitan,191
2,h,1262000,13,2,1,1,546,-37.9003,145.0777,Southern Metropolitan,191
4,h,1337000,13,4,1,2,696,-37.8991,145.0804,Southern Metropolitan,191
2,u,455000,13,2,1,2,0,-37.8942,145.0867,Southern Metropolitan,191
2,u,400000,13,2,1,1,100,-37.8945,145.0876,Southern Metropolitan,191
2,u,648000,13,2,1,1,0,-37.9014,145.0824,Southern Metropolitan,191
3,h,1210000,13,3,1,2,730,-37.9034,145.0796,Southern Metropolitan,191
4,h,1167500,13,3,2,1,678,-37.898,145.0815,Southern Metropolitan,191
3,t,900000,13,3,2,1,360,-37.8937,145.0779,Southern Metropolitan,191
4,h,1322000,13,3,2,4,738,-37.8996,145.076,Southern Metropolitan,191
2,h,677500,13,2,1,4,575,-37.9084,145.0775,Southern Metropolitan,191
2,u,480000,7.9,2,1,1,0,-37.77,145.0472,Eastern Metropolitan,202
2,u,430000,7.9,2,1,1,0,-37.7662,145.0516,Eastern Metropolitan,202
1,u,460000,7.9,1,1,0,75,-37.7759,145.043,Eastern Metropolitan,202
